35902	8303	   
35909	8118	   
35916	8190	   
35923	7503	   
35930	8524	   
35937	8337	   
35944	8205	   
35951	8312	   
35958	8103	   
35965	8160	   
35972	8644	   
35979	8755	   
35986	8234	   
35993	8749	   
36000	8125	   
36007	8997	   
36014	8317	   
36021	8981	   
36028	8288	   
36035	8607	   
36042	8713	   
36049	8722	   
36056	7873	   
36063	8359	   
36070	8058	   
36077	8797	   
36084	8049	   
36091	8099	   
36098	8360	   
36105	8195	   
36112	7711	   
36119	8381	   
36126	8313	   
36133	8162	   
36140	8314	   
36147	8588	   
36154	8153	   
36161	8519	   
36168	7385	   
36175	7810	   
36182	8186	   
36189	7866	   
36196	7532	   
36203	8756	   
36210	7948	   
36217	8316	   
36224	8273	   
36231	8451	   
36238	8367	   
36245	8337	   
36252	7959	   
36259	7878	   
36266	8066	   
36273	8923	   
36280	7825	   
36287	8059	   
36294	8761	   
36301	8275	   
36308	8401	   
36315	8193	   
36322	8827	   
36329	8522	   
36336	9045	   
36343	9076	   
36350	8679	   
36357	8622	   
36364	8639	   
36371	8537	   
36378	8644	   
36385	8519	   
36392	8415	   
36399	8810	   
36406	8778	   
36413	8593	   
36420	8504	   
36427	8865	   
36434	8557	   
36441	8433	   
36448	8406	   
36455	8521	   
36462	8532	   
36469	8333	   
36476	8416	   
36483	8404	   
36490	8416	   
36497	7670	   
36504	8557	   
36511	8638	   
36518	8590	   
36525	8851	   
36532	7907	   
36539	7543	   
36546	7919	   
36553	8385	   
36560	7642	   
36567	8375	   
36574	8524	   
36581	8072	   
36588	7608	   
36595	8662	   
36602	8201	   
36609	8384	   
36616	7896	   
36623	8655	   
36630	8557	   
36637	8616	   
36644	8302	   
36651	8679	   
36658	8242	   
36665	8408	   
36672	9075	   
36679	8863	   
36686	8403	   
36693	8895	   
36700	8475	   
36707	8620	   
36714	8519	   
36721	8844	   
36728	8361	   
36735	8614	   
36742	8759	   
36749	8813	   
36756	8786	   
36763	8960	   
36770	8644	   
36777	8573	   
36784	8814	   
36791	8153	   
36798	7819	   
36805	8340	   
36812	8663	   
36819	8604	   
36826	8942	   
36833	8780	   
36840	8216	   
36847	8419	   
36854	8063	   
36861	8233	   
36868	8711	   
36875	8475	   
36882	8400	   
36889	8693	   
36896	7825	   
36903	8225	   
36910	7894	   
36917	7338	   
36924	8589	   
36931	8032	   
36938	7850	   
36945	8187	   
36952	8489	   
36959	8425	   
36966	8484	   
36973	8475	   
36980	8507	   
36987	8306	   
36994	8438	   
37001	8708	   
37008	8404	   
37015	8665	   
37022	8275	   
37029	8917	   
37036	8270	   
37043	8809	   
37050	8428	   
37057	8393	   
37064	8921	   
37071	9036	   
37078	8622	   
37085	9095	   
37092	9176	   
37099	9007	   
37106	8959	   
37113	8671	   
37120	9035	   
37127	8943	   
37134	8612	   
37141	8529	   
37148	8969	   
37155	7834	   
37162	8514	   
37169	8500	   
37176	8766	   
37183	8619	   
37190	8702	   
37197	8797	   
37204	8771	   
37211	8612	   
37218	8868	   
37225	8517	   
37232	8327	   
37239	8622	   
37246	8888	   
37253	8860	   
37260	8288	   
37267	8359	   
37274	8049	   
37281	8184	   
37288	8223	   
37295	8117	   
37302	8428	   
37309	8729	   
37316	8782	   
37323	8277	   
37330	8713	   
37337	8621	   
37344	8386	   
37351	8865	   
37358	8840	   
37365	8684	   
37372	8699	   
37379	8521	   
37386	8548	   
37393	9190	   
37400	8685	   
37407	8778	   
37414	9004	   
37421	8771	   
37428	8752	   
37435	9172	   
37442	9004	   
37449	8985	   
37456	9056	   
37463	9093	   
37470	9297	   
37477	9270	   
37484	8939	   
37491	9173	   
37498	9135	   
37505	8844	   
37512	8899	   
37519	8625	   
37526	8582	   
37533	8895	   
37540	9090	   
37547	8653	   
37554	9022	   
37561	9324	   
37568	8759	   
37575	8540	   
37582	8667	   
37589	9060	   
37596	8616	   
37603	8854	   
37610	9063	   
37617	8989	   
37624	8411	   
37631	8335	   
37638	8645	   
37645	8793	   
37652	8551	   
37659	8106	   
37666	8454	   
37673	8619	   
37680	8421	   
37687	9020	   
37694	8596	   
37701	8666	   
37708	8284	   
37715	8458	   
37722	8640	   
37729	8737	   
37736	8358	   
37743	8834	   
37750	8894	   
37757	8992	   
37764	9299	   
37771	8516	   
37778	8529	   
37785	8880	   
37792	8833	   
37799	9476	   
37806	9050	   
37813	8763	   
37820	9177	   
37827	9563	   
37834	9303	   
37841	9381	   
37848	9325	   
37855	9668	   
37862	9337	   
37869	8886	   
37876	8974	   
37883	9166	   
37890	8690	   
37897	9190	   
37904	9156	   
37911	8754	   
37918	9413	   
37925	9316	   
37932	8995	   
37939	9232	   
37946	8725	   
37953	8979	   
37960	8776	   
37967	8930	   
37974	9166	   
37981	8726	   
37988	8686	   
37995	8411	   
38002	8426	   
38009	8543	   
38016	8514	   
38023	8627	   
38030	8727	   
38037	8796	   
38044	8970	   
38051	8968	   
38058	9044	   
38065	8818	   
38072	8731	   
38079	9249	   
38086	9338	   
38093	8973	   
38100	9255	   
38107	8926	   
38114	9373	   
38121	9119	   
38128	9154	   
38135	9259	   
38142	9045	   
38149	9219	   
38156	9194	   
38163	9199	   
38170	9398	   
38177	9300	   
38184	8840	   
38191	9310	   
38198	9263	   
38205	9472	   
38212	9521	   
38219	9424	   
38226	9267	   
38233	9453	   
38240	9234	   
38247	9005	   
38254	8922	   
38261	8915	   
38268	8917	   
38275	9177	   
38282	8883	   
38289	8977	   
38296	9217	   
38303	9237	   
38310	8988	   
38317	9204	   
38324	9107	   
38331	9268	   
38338	9068	   
38345	9329	   
38352	9287	   
38359	8710	   
38366	8695	   
38373	8881	   
38380	8848	   
38387	8837	   
38394	8825	   
38401	8898	   
38408	8884	   
38415	9014	   
38422	9131	   
38429	9069	   
38436	9075	   
38443	9095	   
38450	9089	   
38457	9170	   
38464	9306	   
38471	9024	   
38478	9175	   
38485	9269	   
38492	9443	   
38499	9461	   
38506	9451	   
38513	9528	   
38520	9313	   
38527	9367	   
38534	9721	   
38541	9391	   
38548	9415	   
38555	9449	   
38562	9586	   
38569	9483	   
38576	9408	   
38583	9471	   
38590	9406	   
38597	9027	   
38604	8636	   
38611	8819	   
38618	8836	   
38625	8840	   
38632	8783	   
38639	8961	   
38646	8981	   
38653	9045	   
38660	9246	   
38667	9151	   
38674	9124	   
38681	9189	   
38688	9221	   
38695	9268	   
38702	9326	   
38709	9249	   
38716	9358	   
38723	8950	   
38730	8859	   
38737	8826	   
38744	8879	   
38751	8967	   
38758	9083	   
38765	9046	   
38772	8951	   
38779	9057	   
38786	9106	   
38793	9100	   
38800	9054	   
38807	9063	   
38814	9297	   
38821	9100	   
38828	9012	   
38835	9099	   
38842	9346	   
38849	9327	   
38856	9193	   
38863	9430	   
38870	9367	   
38877	9413	   
38884	9429	   
38891	9540	   
38898	9645	   
38905	9621	   
38912	9569	   
38919	9573	   
38926	9639	   
38933	9697	   
38940	9530	   
38947	9571	   
38954	9610	   
38961	9622	   
38968	9368	   
38975	9229	   
38982	9287	   
38989	9081	   
38996	9242	   
39003	9298	   
39010	9511	   
39017	9499	   
39024	9256	   
39031	9110	   
39038	9149	   
39045	9320	   
39052	9477	   
39059	9394	   
39066	9491	   
39073	9229	   
39080	9247	   
39087	9201	   
39094	9060	   
39101	9008	   
39108	9090	   
39115	9136	   
39122	9061	   
39129	9198	   
39136	9121	   
39143	9191	   
39150	9158	   
39157	9240	   
39164	9250	   
39171	9491	   
39178	9472	   
39185	9247	   
39192	9163	   
39199	9260	   
39206	9344	   
39213	9404	   
39220	9433	   
39227	9485	   
39234	9495	   
39241	9487	   
39248	9591	   
39255	9575	   
39262	9557	   
39269	9663	   
39276	9710	   
39283	9688	   
39290	9662	   
39297	9575	   
39304	9572	   
39311	9762	   
39318	9626	   
39325	9577	   
39332	9393	   
39339	9247	   
39346	9235	   
39353	9120	   
39360	9200	   
39367	9253	   
39374	9373	   
39381	9355	   
39388	9367	   
39395	9187	   
39402	9222	   
39409	9356	   
39416	9266	   
39423	9348	   
39430	9287	   
39437	9446	   
39444	9286	   
39451	9304	   
39458	9116	   
39465	8964	   
39472	8940	   
39479	8916	   
39486	9020	   
39493	9125	   
39500	9045	   
39507	9071	   
39514	9131	   
39521	9071	   
39528	9116	   
39535	9330	   
39542	9286	   
39549	9338	   
39556	9215	   
39563	9189	   
39570	9311	   
39577	9343	   
39584	9359	   
39591	9373	   
39598	9129	   
39605	9411	   
39612	9251	   
39619	9334	   
39626	9357	   
39633	9347	   
39640	9344	   
39647	9342	   
39654	9468	   
39661	9484	   
39668	9446	   
39675	9423	   
39682	9411	   
39689	9424	   
39696	9090	   
39703	8907	   
39710	8741	   
39717	8730	   
39724	8691	   
39731	8894	   
39738	9065	   
39745	9057	   
39752	9095	   
39759	9002	   
39766	8962	   
39773	8844	   
39780	8933	   
39787	9015	   
39794	9175	   
39801	8867	   
39808	9106	   
39815	8990	   
39822	8758	   
39829	8641	   
39836	8650	   
39843	9015	   
39850	9006	   
39857	8908	   
39864	9010	   
39871	9204	   
39878	8972	   
39885	8955	   
39892	9100	   
39899	9125	   
39906	9024	   
39913	8944	   
39920	9136	   
39927	9151	   
39934	8923	   
39941	8911	   
39948	9232	   
39955	9538	   
39962	9020	   
39969	9141	   
39976	9354	   
39983	9129	   
39990	9053	   
39997	9229	   
40004	9163	   
40011	9255	   
40018	9171	   
40025	9199	   
40032	8951	   
40039	9205	   
40046	9105	   
40053	9478	   
40060	9283	   
40067	9001	   
40074	8790	   
40081	9126	   
40088	9269	   
40095	9256	   
40102	8950	   
40109	8858	   
40116	9015	   
40123	8844	   
40130	9015	   
40137	9092	   
40144	8943	   
40151	9012	   
40158	8963	   
40165	9045	   
40172	9074	   
40179	8741	   
40186	8740	   
40193	8602	   
40200	8619	   
40207	8613	   
40214	8766	   
40221	8521	   
40228	9064	   
40235	8882	   
40242	8992	   
40249	8849	   
40256	9087	   
40263	9060	   
40270	9076	   
40277	9325	   
40284	9152	   
40291	9290	   
40298	9282	   
40305	9140	   
40312	9092	   
40319	9099	   
40326	9174	   
40333	9194	   
40340	9338	   
40347	9241	   
40354	9462	   
40361	9449	   
40368	9080	   
40375	9435	   
40382	9632	   
40389	9477	   
40396	9236	   
40403	9459	   
40410	9375	   
40417	9386	   
40424	9263	   
40431	9019	   
40438	8847	   
40445	9383	   
40452	8989	   
40459	8812	   
40466	8891	   
40473	9358	   
40480	9015	   
40487	9056	   
40494	8952	   
40501	8829	   
40508	8867	   
40515	9171	   
40522	9349	   
40529	9213	   
40536	9399	   
40543	8853	   
40550	8819	   
40557	8775	   
40564	8632	   
40571	8549	   
40578	8524	   
40585	8810	   
40592	9101	   
40599	9162	   
40606	9192	   
40613	8830	   
40620	9074	   
40627	8866	   
40634	8853	   
40641	9181	   
40648	9062	   
40655	9148	   
40662	8943	   
40669	8826	   
40676	9048	   
40683	9025	   
40690	9431	   
40697	9163	   
40704	9370	   
40711	9319	   
40718	9261	   
40725	9309	   
40732	9016	   
40739	9028	   
40746	8999	   
40753	9215	   
40760	9244	   
40767	9195	   
40774	9009	   
40781	9229	   
40788	8956	   
40795	8848	   
40802	8858	   
40809	8964	   
40816	8959	   
40823	9010	   
40830	8598	   
40837	8501	   
40844	8518	   
40851	8671	   
40858	8625	   
40865	8592	   
40872	8769	   
40879	8574	   
40886	8666	   
40893	8879	   
40900	8923	   
40907	8556	   
40914	8179	   
40921	7996	   
40928	8098	   
40935	8018	   
40942	8039	   
40949	8167	   
40956	8628	   
40963	8363	   
40970	8262	   
40977	8415	   
40984	8379	   
40991	8710	   
40998	8783	   
41005	8681	   
41012	8775	   
41019	8496	   
41026	8692	   
41033	8864	   
41040	8971	   
41047	8633	   
41054	8931	   
41061	8648	   
41068	9130	   
41075	8693	   
41082	8846	   
41089	9001	   
41096	8917	   
41103	8628	   
41110	8660	   
41117	8820	   
41124	8839	   
41131	9308	   
41138	9081	   
41145	9064	   
41152	9177	   
41159	8695	   
41166	8632	   
41173	8770	   
41180	8633	   
41187	8587	   
41194	8729	   
41201	8493	   
41208	8844	   
41215	8307	   
41222	8908	   
41229	8898	   
41236	8427	   
41243	8354	   
41250	8488	   
41257	8618	   
41264	8608	   
41271	8518	   
41278	8010	   
41285	8320	   
41292	8431	   
41299	8501	   
41306	8415	   
41313	8404	   
41320	8437	   
41327	8597	   
41334	8364	   
41341	8627	   
41348	8324	   
41355	8399	   
41362	8523	   
41369	8477	   
41376	8383	   
41383	8750	   
41390	8415	   
41397	8445	   
41404	8341	   
41411	8790	   
41418	8956	   
41425	8822	   
41432	8648	   
41439	8840	   
41446	8894	   
41453	9294	   
41460	9299	   
41467	8729	   
41474	8982	   
41481	9147	   
41488	9246	   
41495	9190	   
41502	9200	   
41509	9031	   
41516	9094	   
41523	8605	   
41530	9028	   
41537	8846	   
41544	8527	   
41551	8846	   
41558	9077	   
41565	8797	   
41572	9054	   
41579	9292	   
41586	9032	   
41593	8924	   
41600	8909	   
41607	8873	   
41614	8348	   
41621	9016	   
41628	9176	   
41635	8893	   
41642	8274	   
41649	8021	   
41656	8059	   
41663	8584	   
41670	8452	   
41677	8325	   
41684	8030	   
41691	8535	   
41698	8411	   
41705	8949	   
41712	8512	   
41719	9002	   
41726	8713	   
41733	8996	   
41740	8616	   
41747	8430	   
41754	8693	   
41761	8719	   
41768	9191	 
